,form,lemma
147,FN har også krigsdomstolen for det tidligere Jugoslavia i samme by og for Rwanda i Arusha i Tanzania .,FN ha også krigsdomstol for det tidlig Jugoslavia i samme by og for Rwanda i Arusha i Tanzania $.
148,Organisasjonen arbeider også for å få opprettet en fast krigsforbryterdomstol .,organisasjon arbeide også for å få opprette en fast krigsforbryterdomstol $.
149,Menneskerettigheter står høyt på FNs prioritetsliste .,menneskerettighet stå høy på FN prioritetsliste $.
150,"Men organisasjonen har øyne på en rekke saker gjennom et mangfold av underorganisasjoner som har ansvaret for dem , blant annet miljø , klimaendringer , helse , nedrustning , landminer , narkotika , likestilling , demokrati , utvikling , verdensrommet , utviklingshemmede , familien , befolkningsøkning og terrorisme .","men organisasjon ha øye på en rekke sak gjennom en mangfold av underorganisasjon som ha ansvar for de $, blant annen miljø $, klimaendring $, helse $, nedrustning $, landmine $, narkotika $, likestilling $, demokrati $, utvikling $, verdensrom $, utviklingshemmet $, familie $, befolkningsøkning og terrorisme $."
151,"En av FNs viktigste funksjoner er imidlertid som forum for diskusjon og møtested for mennesker fra hele verden , så vel i hovedkvarteret i New York som på en lang rekke konferanser verden over .","en av FN viktig funksjon være imidlertid som forum for diskusjon og møtested for menneske fra hel verden $, så vel i hovedkvarter i New York som på en lang rekke konferanse verden over $."
152,Den siste store konferansen var om rasisme i Sør-Afrika tidligere i år .,den sist stor konferanse være om rasisme i Sør-Afrika tidlig i år $.
153,"Den ble imidlertid sterkt hemmet av krangling , særlig om hvorvidt Israel kan kalles en rasistisk apartheid-stat som er skyldig i folkemord .","den bli imidlertid sterk hemme av krangling $, særlig om hvorvidt Israel kunne kalle en rasistisk apartheid-stat som være skyldig i folkemord $."
154,Lyste for freden og for Annan |,lyse for fred og for Annan $|
155,Bygger fred hver dag |,bygge fred hver dag $|
156,Oppfordring |,oppfordring $|
157,FN - sammen for fred og menneskerettigheter var hovedparolen i årets fakkeltog til ære for fredsprisvinner Kofi Annan og FN .,FN $- sammen for fred og menneskerettighet være hovedparole i år fakkeltog til ære for fredsprisvinner Kofi Annan og FN $.
158,Rundt 1200 stilte seg bak .,rundt 1200 stille seg bak $.
159,Lyshav .,lyshav $.
160,"Appellene glødet , faklene funklet og folket gledet seg mandag kveld sammen med årets fredsprisvinner , FN og FNs generalsekretær Kofi Annan .","appell gløde $, fakkel funkle og folk glede seg mandag kveld sammen med år fredsprisvinner $, FN og FN generalsekretær Kofi Annan $."
161,Og det på selveste menneskerettighetsdagen .,og det på selveste menneskerettighetsdag $.
162,Undertonen var krig og urettferdighet .,undertone være krig og urettferdighet $.
163,"Hovedpersonen lot inntrykkene etter formiddagens fest i Oslo rådhus synke inn , men tidligere fredsprisvinnere var tilstede og tok ordet på Youngstorget i Oslo .","hovedperson late inntrykk etter formiddag fest i Oslo rådhus synke inn $, men tidlig fredsprisvinner være tilstede og ta ord på Youngstorget i Oslo $."
164,Rigoberta Menchu og José Ramos-Horta målbar fredsbudskapet .,Rigoberta Menchu og José Ramos-Horta målbære fredsbudskap $.
165,"Rigoberta Menchu , som fikk Nobels fredspris i 1992 , takket nok en gang for det norske folks solidaritet med Guatemala .","Rigoberta Menchu $, som få Nobel fredspris i 1992 $, takke nok en gang for det norsk folk solidaritet med Guatemala $."
166,"Og denne gangen gjorde hun det på engelsk , som hun har lært seg siden sist hun var i Norge .","og denne gang gjøre hun det på engelsk $, som hun ha lære seg siden sist hun være i Norge $."
167,"José Ramos-Horta fra Øst-Timor , fredsprisvinner i 1996 , understreket også hvilket viktig redskap FN er for freden , - men freden bygges også dag for dag av menneskene , over hele verden .","José Ramos-Horta fra Øst-Timor $, fredsprisvinner i 1996 $, understreke også hvilken viktig redskap FN være for fred $, $- men fred bygge også dag for dag av menneske $, over hel verden $."
168,"Den er ikke bare taler og avtaler , minnet han om .","den være ikke bare tale og avtale $, minne han om $."
169,"Påtroppende generalsekretær i Norges Røde Kors , og FNs fredsmegler i Colombia , Jon Egeland , talte på vegne av FN .","påtroppende generalsekretær i Norge Røde Kors $, og FN fredsmegler i Colombia $, Jon Egeland $, tale på vegne av FN $."
170,"- FN er eneste globale organisasjon som arbeider for fred og forebygger krig , og vi støtter mannen som har gjort mer enn andre for disse prinsippene ( les : Kofi Annan ) , sa blant annet Egeland .","$- FN være eneste global organisasjon som arbeide for fred og forebygge krig $, og vi støtte mann som ha gjøre mye enn annen for disse prinsipp $( lese $: Kofi Annan $) $, si blant annen Egeland $."
171,"Fakkeltogarrangørene ; LO , Nei til Atomvåpen , Human-Etisk Forbund , FN-sambandet , Antirasistisk Senter og Amnesty International Norge mener at årets fredsprisvinnere burde være enda mer kompromissløse i kampen for fred og menneskerettigheter i den pågående krigen mot terror .","Fakkeltogarrangør $; LO $, Nei til Atomvåpen $, Human-Etisk Forbund $, FN-samband $, Antirasistisk Senter og Amnesty International Norge mene at år fredsprisvinner burde være enda mye kompromissløs i kamp for fred og menneskerettighet i den pågående krig mot terror $."
172,"De ønsket derfor at fakkeltoget skulle være mer enn en hyldest til verdige vinnere , det skulle også være en oppfordring til FN om å stå hardt på for å beskytte verdiene som er nedfelt i FN-pakten og Verdenserklæringen om menneskerettighetene .","de ønske derfor at fakkeltog skulle være mye enn en hyldest til verdig vinner $, det skulle også være en oppfordring til FN om å stå hard på for å beskytte verdi som være nedfelle i FN-pakt og Verdenserklæringen om menneskerettighet $."
173,"Tid til underholdning ble det naturligvis , før toget satte seg i bevegelse frem til Grand Hotel .","tid til underholdning bli det naturligvis $, før tog sette seg i bevegelse frem til Grand Hotel $."
174,"Soulsangeren Noora Noor , med sine røtter på Holmlia sang om tro og håp , og konferansier Jon Poindexter gjorde et poeng av at hele verden må stå sammen for fred og menneskerettigheter .","soulsanger Noora Noor $, med sin rot på Holmlia synge om tro og håp $, og konferansier Jon Poindexter gjøre en poeng av at hel verden måtte stå sammen for fred og menneskerettighet $."
175,Utenfor Grand Hotel stoppet fakkeltoget opp .,utenfor Grand Hotel stoppe fakkeltog opp $.
176,Og tradisjonen tro kom prisvinnerne ut på Norges trolig mest kjente balkong .,og tradisjon tro komme prisvinner ut på Norge trolig mye kjent balkong $.
177,"Mange , mange fredsprisvinnere har stått der før , noen rørt til tårer over en varm hyldest i et desembermørkt Oslo .","mange $, mange fredsprisvinner ha stå der før $, noen røre til tåre over en varm hyldest i en desembermørk Oslo $."
178,Kofi Annan sto der med sin kone Nane og presidenten i FNs hovedforsamling Han Seung-Soo og hans kone .,Kofi Annan stå der med sin kone Nane og president i FN hovedforsamling Han Seung-Soo og hans kone $.
179,"De var storfornøyde , vinket , smilte og kunne liksom ikke vende ryggen til og gå inn igjen .","de være storfornøyd $, vinke $, smile og kunne liksom ikke vende rygg til og gå inn igjen $."
180,Men pliktene kallet :,men plikt kall $:
181,I Grand Hotels store festsal var det duket til nobelbankett .,i Grand Hotel stor festsal være det duke til nobelbankett $.
182,Satte verdens svakeste i fokus |,sette verden svak i fokus $|
183,FN på sidelinjen |,FN på sidelinje $|
184,Stående applaus fra flere tusen gjestehender i alle farger og fra alle himmelstrøk hedret FN og FNs generalsekretær da Nobels jubileumsfredspris ble utdelt i Oslo rådhus mandag .,stå applaus fra mange tusen gjestehånd i all farge og fra all himmelstrøk hedre FN og FN generalsekretær da Nobel jubileumsfredspris bli utdele i Oslo rådhus mandag $.
185,Våre aller minste .,vår aller liten $.
186,"Rørende , og karakteristisk nok , tok FNs generalsekretær Kofi Annan utgangspunkt i det mest sårbare man kan tenke seg i dagens verden da han mandag på FNs og egne vegne holdt årets Nobel-foredrag i Oslo rådhus :","rørende $, og karakteristisk nok $, ta FN generalsekretær Kofi Annan utgangspunkt i det mye sårbar man kunne tenke seg i dag verden da han mandag på FN og egen vegne holde år Nobel-foredrag i Oslo rådhus $:"
187,""" I dag vil det bli født et pikebarn i Afghanistan "" .","$"" i dag ville det bli føde en pikebarn i Afghanistan $"" $."
188,"Lavmælt og insisterende sto han der , foran kong Harald , kronprinsparet og prinsesse Märtha Louise , foran høyesterettsjustitiarius med frue , foran statsminister , utenriksminister , Storting og Regjering .","lavmælt og insistere stå han der $, foran kong Harald $, kronprinspar og prinsesse Märtha Louise $, foran høyesterettsjustitiarius med frue $, foran statsminister $, utenriksminister $, Storting og Regjering $."
189,"Og foran vinterpelskledt norsk sosietet og honorabiliteter fra en lang rekke land , som i sort og hvitt , med slips og sjal , bunader og nasjonaldrakter i hele regnbuespektret fylte hvert sete i 30 rekker på hver side av den røde løperen .","og foran vinterpelskle norsk sosietet og honorabilitet fra en lang rekke land $, som i sort og hvit $, med slips og sjal $, bunad og nasjonaldrakt i hel regnbuespekter fylle hver sete i 30 rekke på hver side av den rød løper $."
190,"Under fondveggens store maleri om det norske folk i full innsats for en ny tid da verdenskrigen var over , mante Kofi Annan oss til ikke å glemme det nyfødte pikebarnet i Afghanistan .","under fondvegg stor maleri om det norsk folk i full innsats for en ny tid da verdenskrig være over $, mane Kofi Annan vi til ikke å glemme det nyfødt pikebarn i Afghanistan $."
191,En fattig jente født i et fattig krigsland der jenter ikke har rettigheter .,en fattig jente føde i en fattig krigsland der jente ikke ha rettighet $.
192,Men også et land der håpet om en bedre fremtid er like sårbart og nyfødt .,men også en land der håp om en god fremtid være like sårbar og nyfødt $.
193,"Annan , som sammen med FN ble æret med Nobels fredspris i hundreårsjubiléet for Nobel-prisene , har alltid hatt verdens minste og elendigste i sitt skarpeste fokus .","Annan $, som sammen med FN bli ære med Nobel fredspris i hundreårsjubilé for Nobel-prise $, ha alltid ha verden liten og elendig i sin skarp fokus $."
194,"Han sviktet dem ikke i går , heller .","han svikte de ikke i går $, heller $."
195,""" Ingen er i dag ukjent med dette skillet mellom de rike og de fattige i verden .","$"" ingen være i dag ukjent med dette skille mellom de rik og de fattig i verden $."
196,"Ingen kan i dag hevde at de ikke kjenner til den prisen som de fattige og hjemløse må betale , selv om de i like stor grad som oss fortjener å få tilgang på menneskeverd , grunnleggende rettigheter , trygghet , mat og utdannelse "" , sa han .","ingen kunne i dag hevde at de ikke kjenne til den pris som de fattig og hjemløs måtte betale $, selv om de i like stor grad som vi fortjene å få tilgang på menneskeverd $, grunnleggende rettighet $, trygghet $, mat og utdannelse $"" $, si han $."
197,På galleriet over ham til venstre satt fjernsynskommentatorer og viderebragte talen ut i verden .,på galleri over han til venstre sitte fjernsynskommentator og viderebringe tale ut i verden $.
198,""" Vi må begynne med det lille afghanske pikebarnet og innse at ved å berge dette ene livet , er det selve menneskeheten som berges . ""","$"" vi måtte begynne med det liten afghansk pikebarn og innse at ved å berge dette ene liv $, være det selve menneskehet som berge $. $"""
199,""" Et folkemord starter med at man tar livet av ett menneske "" , sa han videre .","$"" en folkemord starte med at man ta liv av én menneske $"" $, si han vid $."
200,"En kampanje for "" etnisk renskning "" starter med at én nabo vender seg mot en annen .","en kampanje for $"" etnisk renskning $"" starte med at én nabo vende seg mot en annen $."
201,Fattigdom starter med at ett eneste barn ikke får oppfylt sin grunnleggende rett til utdannelse .,fattigdom starte med at én eneste barn ikke få oppfylle sin grunnleggende rett til utdannelse $.
202,"Det som starter som en manglende evne til å opprettholde ett menneskelivs verdighet , ender så altfor ofte med en ulykke for hele nasjoner "" , sa Kofi Annan .","det som starte som en mangle evne til å opprettholde én menneskeliv verdighet $, ende så altfor ofte med en ulykke for hel nasjon $"" $, si Kofi Annan $."
203,"Nobelkomitéens leder , Gunnar Berge , delte sin tale i to , den ene om FN , den andre om FNs generalsekretær .","nobelkomité leder $, Gunnar Berge $, dele sin tale i to $, den ene om FN $, den andre om FN generalsekretær $."
204,"Han fastslo blant annet at "" på det mest sentrale området , å bekjempe krig og sikre fred , ble FN likevel ikke hva dens forkjempere hadde håpet på .","han fastslå blant annen at $"" på det mye sentral område $, å bekjempe krig og sikre fred $, bli FN likevel ikke hva den forkjemper ha håpe på $."
205,"I mange viktige konflikter ble organisasjonen stående på sidelinjen eller brukt som et redskap av den ene part . ""","i mange viktig konflikt bli organisasjon stå på sidelinje eller bruke som en redskap av den ene part $. $"""
206,"Her henviste han særlig til de to supermaktenes interesser som "" var så grunnleggende forskjellig i de mange årene med kald krig "" som "" den reelle forklaring på FNs delvise handlingslammelse "" .","her henvise han særlig til de to supermakt interesse som $"" være så grunnleggende forskjellig i de mange år med kald krig $"" som $"" den reell forklaring på FN delvis handlingslammelse $"" $."
207,"Om dagens generalsekretær fastslo han like enkelt at "" ingen har gjort mer enn Kofi Annan for å revitalisere FN . ""","om dag generalsekretær fastslå han like enkel at $"" ingen ha gjøre mye enn Kofi Annan for å revitalisere FN $. $"""
